order_id,supplier_id,product_id,warehouse_id,order_type
O05575,S029,P068,W03,Urgent
O05576,S021,P313,W18,Standard
O05577,S019,P044,W08,Urgent
O05578,S016,P246,W02,International
O05579,S031,P367,W11,International
O05580,S029,P204,W14,International
O05581,S025,P069,W07,Urgent
O05582,S008,P414,W13,International
O05583,S031,P098,W16,Standard
O05584,S010,P175,W05,Urgent
O05585,S032,P104,W05,International
O05586,S033,P115,W19,Standard
O05587,S045,P112,W19,International
O05588,S021,P259,W17,Standard
O05589,S002,P258,W14,Standard
O05590,S050,P042,W16,Standard
O05591,S014,P381,W17,International
O05592,S003,P164,W07,International
O05593,S038,P238,W02,Urgent
O05594,S050,P440,W04,Standard
O05595,S004,P198,W14,Urgent
O05596,S021,P067,W18,International
O05597,S023,P339,W13,Urgent
O05598,S034,P144,W01,International
O05599,S002,P058,W06,International
O05600,S014,P178,W01,International
O05601,S007,P103,W12,Standard
O05602,S005,P136,W18,Urgent
O05603,S034,P131,W10,Standard
O05604,S004,P126,W17,Standard
O05605,S036,P312,W16,International
O05606,S011,P074,W10,Urgent
O05607,S007,P265,W03,International
O05608,S014,P285,W10,Standard
O05609,S033,P444,W15,Urgent
O05610,S013,P412,W16,Standard
O05611,S049,P473,W01,Urgent
O05612,S003,P128,W08,Standard
O05613,S039,P099,W01,International
O05614,S036,P221,W12,Urgent
O05615,S031,P438,W20,International
O05616,S048,P144,W19,Urgent
O05617,S023,P346,W02,Standard
O05618,S017,P213,W20,Standard
O05619,S008,P491,W07,International
O05620,S025,P245,W08,Standard
O05621,S032,P109,W03,International
O05622,S031,P348,W11,Standard
O05623,S003,P424,W01,Urgent
O05624,S029,P479,W12,Standard
O05625,S005,P429,W04,Urgent
O05626,S005,P295,W13,Urgent
O05627,S031,P108,W20,International
O05628,S045,P278,W20,International
O05629,S014,P492,W20,Urgent
O05630,S032,P029,W16,Standard
O05631,S020,P441,W15,Standard
O05632,S036,P297,W01,Standard
O05633,S021,P131,W14,Standard
O05634,S048,P185,W13,Standard
O05635,S003,P166,W15,Urgent
O05636,S048,P486,W18,Urgent
O05637,S027,P327,W01,Standard
O05638,S039,P204,W08,International
O05639,S031,P271,W13,International
O05640,S007,P435,W17,Standard
O05641,S040,P189,W03,Urgent
O05642,S043,P391,W13,International
O05643,S021,P380,W08,International
O05644,S044,P128,W05,International
O05645,S022,P451,W01,Urgent
O05646,S028,P072,W09,Standard
O05647,S026,P436,W18,Urgent
O05648,S004,P251,W13,International
O05649,S013,P486,W08,Urgent
O05650,S022,P418,W13,International
O05651,S032,P217,W01,Urgent
O05652,S011,P452,W13,Standard
O05653,S028,P226,W15,Standard
O05654,S023,P357,W18,International
O05655,S016,P177,W04,Standard
O05656,S006,P196,W12,Standard
O05657,S010,P287,W12,Urgent
O05658,S050,P180,W10,International
O05659,S007,P044,W19,International
O05660,S049,P346,W16,Standard
O05661,S016,P076,W07,International
O05662,S040,P463,W04,Standard
O05663,S033,P250,W01,Standard
O05664,S041,P426,W12,Urgent
O05665,S016,P384,W08,Standard
O05666,S034,P497,W08,International
O05667,S035,P109,W08,International
O05668,S045,P435,W16,Urgent
O05669,S006,P244,W15,International
O05670,S003,P105,W17,Urgent
O05671,S030,P098,W11,Urgent
O05672,S006,P125,W11,Urgent
O05673,S024,P105,W17,Standard
O05674,S028,P270,W13,International
O05675,S033,P354,W20,Urgent
O05676,S001,P066,W13,Standard
O05677,S047,P007,W15,Standard
O05678,S009,P329,W06,Standard
O05679,S039,P256,W05,Standard
O05680,S006,P249,W05,International
O05681,S027,P118,W01,Urgent
O05682,S019,P390,W17,International
O05683,S001,P416,W17,International
O05684,S037,P298,W18,Standard
O05685,S018,P442,W02,Standard
O05686,S013,P409,W15,Standard
O05687,S043,P388,W08,Standard
O05688,S011,P075,W15,Urgent
O05689,S028,P074,W06,Urgent
O05690,S010,P207,W04,International
O05691,S026,P259,W03,Urgent
O05692,S031,P224,W15,Standard
O05693,S041,P404,W04,Urgent
O05694,S006,P422,W08,Standard
O05695,S010,P171,W13,International
O05696,S002,P173,W03,Urgent
O05697,S022,P360,W13,Urgent
O05698,S048,P361,W03,Urgent
O05699,S010,P439,W20,Standard
O05700,S028,P496,W15,Urgent
O05701,S013,P373,W11,Standard
O05702,S032,P439,W03,Standard
O05703,S032,P481,W11,Standard
O05704,S004,P201,W15,Urgent
O05705,S020,P042,W13,International
O05706,S002,P123,W02,Standard
O05707,S046,P371,W20,Standard
O05708,S026,P252,W11,Standard
O05709,S038,P425,W15,Standard
O05710,S019,P383,W17,Standard
O05711,S037,P342,W10,International
O05712,S035,P200,W09,International
O05713,S036,P114,W17,Standard
O05714,S039,P443,W20,Standard
O05715,S018,P137,W19,International
O05716,S033,P114,W13,Urgent
O05717,S018,P073,W02,Urgent
O05718,S030,P028,W19,Standard
O05719,S045,P176,W19,International
O05720,S043,P350,W20,International
O05721,S048,P338,W17,International
O05722,S031,P413,W06,International
O05723,S049,P117,W12,Urgent
O05724,S044,P338,W02,Standard
O05725,S044,P199,W17,Urgent
O05726,S050,P317,W11,Standard
O05727,S049,P374,W01,Urgent
O05728,S025,P431,W13,Urgent
O05729,S034,P263,W09,International
O05730,S034,P437,W19,Urgent
O05731,S008,P283,W01,Urgent
O05732,S048,P360,W01,International
O05733,S007,P440,W04,Standard
O05734,S005,P443,W10,Standard
O05735,S026,P307,W04,Urgent
O05736,S022,P436,W04,Urgent
O05737,S015,P367,W02,Standard
O05738,S023,P065,W05,Urgent
O05739,S050,P379,W10,Standard
O05740,S005,P014,W19,Urgent
O05741,S020,P119,W19,Standard
O05742,S007,P171,W13,Urgent
O05743,S033,P182,W20,Standard
O05744,S045,P303,W09,International
O05745,S010,P347,W06,Standard
O05746,S033,P023,W11,International
O05747,S013,P142,W01,Standard
O05748,S049,P020,W03,International
O05749,S016,P101,W01,Urgent
O05750,S049,P084,W13,International
O05751,S041,P373,W07,International
O05752,S021,P431,W06,Standard
O05753,S029,P327,W13,International
O05754,S036,P357,W01,Standard
O05755,S005,P406,W14,Standard
O05756,S043,P280,W16,Standard
O05757,S006,P044,W10,Urgent
O05758,S039,P227,W10,International
O05759,S022,P488,W20,Standard
O05760,S034,P283,W09,International
O05761,S028,P096,W11,Urgent
O05762,S036,P438,W02,Standard
O05763,S012,P145,W04,International
O05764,S006,P195,W18,International
O05765,S047,P229,W02,International
O05766,S041,P381,W08,Standard
O05767,S020,P033,W09,International
O05768,S004,P451,W10,Urgent
O05769,S041,P103,W06,Urgent
O05770,S025,P184,W05,International
O05771,S027,P369,W10,International
O05772,S044,P447,W09,Urgent
O05773,S026,P296,W04,Urgent
O05774,S033,P387,W19,Urgent
O05775,S029,P035,W11,International
O05776,S047,P465,W19,Urgent
O05777,S044,P374,W10,International
O05778,S010,P333,W09,Urgent
O05779,S030,P364,W02,Standard
O05780,S009,P178,W18,International
O05781,S023,P404,W14,Urgent
O05782,S022,P449,W10,International
O05783,S027,P339,W11,Standard
O05784,S048,P318,W09,Urgent
O05785,S033,P129,W14,Standard
O05786,S020,P186,W06,Urgent
O05787,S027,P046,W03,Standard
O05788,S015,P014,W15,International
O05789,S043,P307,W03,International
O05790,S001,P199,W13,International
O05791,S042,P165,W02,Standard
O05792,S020,P297,W20,Standard
O05793,S022,P013,W05,Standard
O05794,S030,P336,W11,Urgent
O05795,S001,P309,W13,International
O05796,S021,P474,W17,Urgent
O05797,S018,P115,W01,Standard
O05798,S027,P286,W05,Standard
O05799,S020,P371,W06,International
O05800,S050,P408,W01,Urgent
O05801,S001,P334,W12,International
O05802,S004,P230,W07,Standard
O05803,S023,P185,W20,Standard
O05804,S016,P420,W11,International
O05805,S024,P158,W03,Urgent
O05806,S010,P148,W14,International
O05807,S033,P457,W12,Standard
O05808,S008,P417,W11,Standard
O05809,S004,P056,W01,Urgent
O05810,S034,P233,W06,International
O05811,S033,P254,W10,International
O05812,S046,P273,W20,Standard
O05813,S024,P073,W06,International
O05814,S031,P284,W11,International
O05815,S044,P454,W19,Standard
O05816,S048,P060,W07,International
O05817,S040,P060,W04,Urgent
O05818,S034,P320,W08,Standard
O05819,S006,P322,W14,Standard
O05820,S049,P452,W09,Standard
O05821,S027,P009,W16,Standard
O05822,S023,P083,W18,International
O05823,S026,P350,W06,Standard
O05824,S044,P214,W09,International
O05825,S032,P037,W20,Standard
O05826,S034,P194,W17,Standard
O05827,S049,P305,W10,Standard
O05828,S044,P189,W05,International
O05829,S037,P285,W16,Urgent
O05830,S047,P065,W16,Standard
O05831,S032,P461,W18,International
O05832,S022,P387,W15,Urgent
O05833,S001,P459,W10,International
O05834,S018,P374,W08,Urgent
O05835,S035,P200,W06,International
O05836,S001,P116,W19,International
O05837,S042,P032,W13,International
O05838,S037,P489,W14,International
O05839,S017,P382,W15,Standard
O05840,S011,P112,W13,International
O05841,S030,P485,W15,Urgent
O05842,S006,P417,W01,International
O05843,S019,P325,W03,International
O05844,S038,P290,W13,International
O05845,S025,P492,W11,Standard
O05846,S037,P301,W11,International
O05847,S023,P192,W04,Urgent
O05848,S014,P306,W15,Standard
O05849,S029,P469,W13,International
O05850,S026,P004,W06,International
O05851,S032,P011,W06,International
O05852,S042,P214,W02,Urgent
O05853,S040,P335,W10,Standard
O05854,S017,P182,W15,International
O05855,S038,P036,W08,Urgent
O05856,S049,P479,W14,Urgent
O05857,S045,P273,W08,International
O05858,S024,P294,W14,Standard
O05859,S039,P194,W17,International
O05860,S036,P480,W06,International
O05861,S030,P497,W17,Urgent
O05862,S031,P281,W18,Urgent
O05863,S042,P376,W09,International
O05864,S041,P351,W17,Urgent
O05865,S023,P138,W01,Standard
O05866,S022,P180,W18,Urgent
O05867,S001,P154,W06,Urgent
O05868,S018,P314,W01,International
O05869,S026,P374,W19,Urgent
O05870,S012,P038,W04,Standard
O05871,S016,P081,W11,Urgent
O05872,S044,P241,W02,International
O05873,S019,P180,W14,International
O05874,S024,P224,W20,Standard
O05875,S024,P375,W12,Standard
O05876,S012,P096,W07,Standard
O05877,S031,P273,W11,Standard
O05878,S013,P488,W16,International
O05879,S043,P108,W10,Standard
O05880,S026,P427,W17,Standard
O05881,S045,P178,W09,Urgent
O05882,S035,P284,W11,International
O05883,S007,P453,W18,Urgent
O05884,S028,P266,W12,Urgent
O05885,S017,P286,W07,International
O05886,S009,P479,W18,Standard
O05887,S043,P072,W09,Urgent
O05888,S045,P285,W05,International
O05889,S010,P205,W10,International
O05890,S042,P305,W19,Urgent
O05891,S050,P393,W17,Standard
O05892,S018,P159,W10,International
O05893,S034,P428,W12,Standard
O05894,S019,P079,W15,Urgent
O05895,S047,P175,W12,Urgent
O05896,S006,P339,W04,Standard
O05897,S047,P381,W11,International
O05898,S012,P424,W16,International
O05899,S027,P123,W09,Urgent
O05900,S008,P276,W20,Urgent
O05901,S042,P425,W16,International
O05902,S012,P114,W10,Urgent
O05903,S048,P379,W14,Urgent
O05904,S024,P115,W16,Urgent
O05905,S047,P459,W05,International
O05906,S015,P093,W10,International
O05907,S040,P192,W02,International
O05908,S038,P440,W03,Standard
O05909,S035,P332,W14,International
O05910,S050,P028,W16,Urgent
O05911,S029,P067,W15,Urgent
O05912,S047,P469,W08,International
O05913,S045,P350,W12,Urgent
O05914,S014,P226,W02,Standard
O05915,S021,P418,W04,Standard
O05916,S042,P007,W05,International
O05917,S007,P495,W17,Urgent
O05918,S026,P451,W18,Urgent
O05919,S012,P178,W03,Urgent
O05920,S021,P014,W10,Urgent
O05921,S031,P267,W02,Standard
O05922,S049,P225,W04,Standard
O05923,S008,P380,W04,International
O05924,S038,P200,W03,Standard
O05925,S012,P058,W08,International
O05926,S022,P284,W15,Urgent
O05927,S031,P311,W08,Urgent
O05928,S010,P409,W03,Urgent
O05929,S043,P015,W05,Urgent
O05930,S036,P043,W15,Urgent
O05931,S043,P383,W16,Urgent
O05932,S032,P320,W05,International
O05933,S015,P227,W16,International
O05934,S016,P498,W20,International
O05935,S019,P390,W14,International
O05936,S039,P213,W18,Urgent
O05937,S040,P241,W20,International
O05938,S017,P423,W19,Standard
O05939,S014,P191,W06,International
O05940,S027,P237,W06,International
O05941,S014,P399,W17,International
O05942,S014,P400,W10,Urgent
O05943,S030,P472,W19,Standard
O05944,S011,P223,W02,Urgent
O05945,S004,P408,W05,Standard
O05946,S035,P413,W09,Standard
O05947,S034,P079,W06,Standard
O05948,S045,P335,W01,International
O05949,S021,P035,W18,Standard
O05950,S029,P285,W18,International
O05951,S017,P273,W14,Standard
O05952,S011,P352,W06,International
O05953,S001,P169,W09,Urgent
O05954,S042,P409,W06,International
O05955,S001,P221,W06,Urgent
O05956,S027,P195,W01,International
O05957,S020,P084,W01,Standard
O05958,S031,P095,W05,Urgent
O05959,S020,P152,W06,International
O05960,S011,P230,W01,Urgent
O05961,S013,P121,W15,International
O05962,S014,P121,W16,Urgent
O05963,S048,P066,W16,International
O05964,S016,P091,W16,International
O05965,S018,P309,W10,Standard
O05966,S006,P424,W16,Standard
O05967,S007,P447,W01,Standard
O05968,S048,P321,W11,International
O05969,S048,P401,W05,Urgent
O05970,S009,P152,W07,Urgent
O05971,S003,P349,W20,Standard
O05972,S022,P338,W20,Urgent
O05973,S005,P393,W04,Standard
O05974,S043,P287,W05,Urgent
O05975,S028,P380,W12,Standard
O05976,S049,P339,W06,Standard
O05977,S013,P470,W07,Standard
O05978,S046,P168,W02,Urgent
O05979,S008,P184,W11,Urgent
O05980,S028,P350,W12,Standard
O05981,S032,P400,W07,Urgent
O05982,S007,P308,W13,Urgent
O05983,S016,P380,W15,Urgent
O05984,S014,P425,W19,Urgent
O05985,S034,P154,W09,Urgent
O05986,S010,P216,W04,Urgent
O05987,S001,P181,W12,Urgent
O05988,S034,P035,W01,Standard
O05989,S023,P347,W02,Standard
O05990,S029,P360,W11,International
O05991,S002,P066,W16,International
O05992,S050,P059,W03,Urgent
O05993,S030,P031,W06,Standard
O05994,S041,P462,W15,Urgent
O05995,S033,P426,W05,Urgent
O05996,S002,P347,W01,International
O05997,S014,P179,W09,International
O05998,S036,P333,W07,Urgent
O05999,S026,P060,W01,Standard
O06000,S005,P240,W14,International
O06001,S039,P291,W12,Urgent
O06002,S034,P141,W06,Urgent
O06003,S048,P374,W10,International
O06004,S028,P413,W15,Standard
O06005,S041,P373,W07,Urgent
O06006,S003,P084,W06,International
O06007,S012,P182,W02,Standard
O06008,S020,P014,W11,International
O06009,S011,P280,W10,Urgent
O06010,S043,P049,W09,Standard
O06011,S008,P251,W05,International
O06012,S014,P147,W08,Urgent
O06013,S028,P292,W11,Urgent
O06014,S029,P244,W16,International
O06015,S015,P116,W19,International
O06016,S022,P077,W14,International
O06017,S009,P217,W01,International
O06018,S049,P367,W17,International
O06019,S001,P447,W12,Standard
O06020,S026,P116,W13,Urgent
O06021,S049,P097,W08,International
O06022,S019,P216,W11,Urgent
O06023,S017,P378,W12,Urgent
O06024,S029,P119,W08,Urgent
O06025,S050,P359,W06,Standard
O06026,S039,P276,W06,Standard
O06027,S001,P258,W12,International
O06028,S031,P488,W18,Standard
O06029,S042,P320,W04,Standard
O06030,S015,P019,W06,Standard
O06031,S026,P381,W17,Urgent
O06032,S002,P424,W07,International
O06033,S049,P281,W18,Standard
O06034,S044,P485,W18,International
O06035,S038,P049,W16,Urgent
O06036,S017,P158,W18,Standard
O06037,S036,P233,W09,International
O06038,S019,P255,W12,Standard
O06039,S050,P315,W02,Standard
O06040,S027,P216,W03,International
O06041,S007,P285,W02,Urgent
O06042,S030,P290,W16,Urgent
O06043,S012,P465,W13,International
O06044,S048,P451,W10,Standard
O06045,S032,P219,W09,Urgent
O06046,S009,P146,W17,Urgent
O06047,S039,P140,W07,Standard
O06048,S042,P364,W13,Standard
O06049,S010,P127,W01,Urgent
O06050,S042,P162,W17,Urgent
O06051,S023,P153,W01,Standard
O06052,S037,P459,W20,International
O06053,S046,P143,W20,International
O06054,S010,P076,W10,Urgent
O06055,S043,P418,W11,Urgent
O06056,S038,P448,W10,Urgent
O06057,S048,P468,W02,International
O06058,S023,P288,W02,Standard
O06059,S047,P042,W20,Urgent
O06060,S024,P278,W01,Urgent
O06061,S039,P297,W01,Standard
O06062,S007,P322,W04,International
O06063,S008,P078,W08,Standard
O06064,S023,P113,W03,Urgent
O06065,S030,P135,W08,Standard
O06066,S013,P167,W01,International
O06067,S044,P466,W07,Urgent
O06068,S021,P082,W12,Standard
O06069,S040,P167,W08,International
O06070,S035,P034,W16,Urgent
O06071,S032,P022,W07,Urgent
O06072,S012,P154,W13,International
O06073,S049,P375,W07,Urgent
O06074,S007,P283,W09,Urgent
O06075,S004,P306,W08,International
O06076,S039,P016,W01,International
O06077,S040,P254,W13,Standard
O06078,S045,P190,W13,Standard
O06079,S023,P478,W14,Standard
O06080,S046,P483,W18,Urgent
O06081,S038,P050,W07,International
O06082,S021,P179,W01,International
O06083,S010,P458,W12,International
O06084,S001,P437,W13,Urgent
O06085,S020,P200,W12,Urgent
O06086,S037,P418,W01,Standard
O06087,S009,P141,W19,International
O06088,S031,P212,W03,International
O06089,S042,P244,W06,Urgent
O06090,S037,P174,W14,Standard
O06091,S032,P412,W13,Urgent
O06092,S016,P366,W02,Urgent
O06093,S016,P031,W04,Standard
O06094,S040,P257,W01,Standard
O06095,S037,P112,W14,Urgent
O06096,S030,P390,W08,Urgent
O06097,S023,P331,W13,Standard
O06098,S029,P431,W01,International
O06099,S018,P444,W14,International
O06100,S046,P427,W06,Standard
O06101,S050,P059,W08,International
O06102,S047,P242,W03,Standard
O06103,S042,P191,W05,Standard
O06104,S038,P354,W06,Urgent
O06105,S030,P486,W06,Urgent
O06106,S041,P480,W12,Standard
O06107,S017,P395,W08,Urgent
O06108,S025,P233,W19,Urgent
O06109,S028,P152,W17,Urgent
O06110,S041,P442,W10,International
O06111,S040,P311,W01,International
O06112,S006,P482,W20,International
O06113,S043,P166,W18,Standard
O06114,S009,P391,W19,International
O06115,S015,P170,W10,Urgent
O06116,S035,P264,W06,International
O06117,S014,P156,W11,International
O06118,S003,P078,W03,Urgent
O06119,S047,P349,W10,Urgent
O06120,S042,P200,W07,Urgent
O06121,S003,P297,W12,International
O06122,S007,P280,W02,Standard
O06123,S012,P050,W14,Urgent
O06124,S009,P423,W08,Standard
O06125,S041,P299,W14,Urgent
O06126,S039,P246,W10,Urgent
O06127,S046,P051,W01,International
O06128,S007,P419,W20,International
O06129,S017,P183,W12,International
O06130,S036,P461,W09,Urgent
O06131,S044,P412,W05,Standard
O06132,S044,P360,W10,International
O06133,S040,P098,W16,Standard
O06134,S050,P207,W12,Urgent
O06135,S028,P331,W03,Urgent
O06136,S028,P352,W17,International
O06137,S019,P013,W11,Urgent
O06138,S005,P333,W18,Urgent
O06139,S017,P030,W19,Standard
O06140,S022,P147,W15,International
O06141,S016,P320,W11,Urgent
O06142,S046,P370,W14,International
O06143,S009,P270,W20,Urgent
O06144,S036,P334,W19,Standard
O06145,S031,P473,W17,Standard
O06146,S040,P491,W08,Urgent
O06147,S011,P325,W04,Urgent
O06148,S007,P381,W11,Standard
O06149,S024,P317,W09,Standard
O06150,S005,P456,W20,Standard
O06151,S038,P147,W19,Standard
O06152,S035,P196,W09,Standard
O06153,S028,P047,W08,International
O06154,S003,P437,W09,Standard
O06155,S014,P230,W07,Standard
O06156,S007,P287,W07,Urgent
O06157,S008,P286,W09,Urgent
O06158,S049,P286,W14,International
O06159,S019,P061,W14,International
O06160,S019,P253,W11,Standard
O06161,S041,P033,W03,International
O06162,S048,P267,W15,International
O06163,S024,P096,W10,International
O06164,S007,P241,W10,Urgent
O06165,S023,P145,W11,Standard
O06166,S008,P409,W04,International
O06167,S045,P280,W12,Urgent
O06168,S021,P442,W10,Standard
O06169,S042,P149,W07,International
O06170,S007,P455,W02,Standard
O06171,S002,P222,W12,Standard
O06172,S047,P366,W11,International
O06173,S036,P257,W04,Urgent
O06174,S021,P062,W12,International
O06175,S022,P105,W15,Urgent
O06176,S001,P043,W01,International
O06177,S013,P327,W06,Standard
O06178,S003,P266,W15,Standard
O06179,S024,P367,W03,International
O06180,S027,P038,W15,Standard
O06181,S039,P429,W13,Standard
O06182,S032,P394,W05,International
O06183,S005,P255,W02,Urgent
O06184,S004,P469,W17,Standard
O06185,S037,P273,W10,International
O06186,S033,P093,W08,Urgent
O06187,S031,P232,W11,International
O06188,S033,P292,W19,Standard
O06189,S050,P464,W03,Urgent
O06190,S047,P398,W15,International
O06191,S033,P493,W07,Standard
O06192,S018,P109,W20,Standard
O06193,S035,P285,W19,Standard
O06194,S030,P349,W02,Urgent
O06195,S007,P034,W05,International
O06196,S044,P480,W06,Urgent
O06197,S047,P099,W07,Standard
O06198,S026,P337,W14,Standard
O06199,S028,P329,W03,Urgent
O06200,S048,P328,W20,Standard
O06201,S002,P318,W16,International
O06202,S032,P175,W20,Urgent
O06203,S033,P045,W11,Standard
O06204,S021,P410,W18,Urgent
O06205,S021,P285,W02,Urgent
O06206,S011,P141,W20,Urgent
O06207,S050,P153,W08,International
O06208,S017,P310,W01,Urgent
O06209,S031,P349,W04,Standard
O06210,S041,P172,W08,Standard
O06211,S021,P468,W19,Standard
O06212,S033,P316,W06,Standard
O06213,S044,P122,W01,Urgent
O06214,S007,P199,W08,Standard
O06215,S049,P269,W14,Urgent
O06216,S002,P228,W05,Standard
O06217,S050,P497,W20,Standard
O06218,S023,P151,W18,International
O06219,S024,P009,W16,International
O06220,S011,P051,W11,Urgent
O06221,S021,P245,W10,Urgent
O06222,S013,P148,W20,International
O06223,S047,P232,W02,International
O06224,S001,P243,W05,Standard
O06225,S007,P073,W19,Urgent
O06226,S042,P316,W04,International
O06227,S037,P222,W15,Standard
O06228,S034,P009,W09,Standard
O06229,S033,P408,W05,Urgent
O06230,S002,P330,W20,Standard
O06231,S004,P161,W08,Urgent
O06232,S036,P364,W09,Standard
O06233,S022,P220,W01,International
O06234,S021,P268,W16,International
O06235,S023,P476,W13,International
O06236,S017,P229,W05,Standard
O06237,S032,P094,W12,Urgent
O06238,S026,P387,W13,Urgent
O06239,S035,P389,W10,International
O06240,S040,P080,W08,Standard
O06241,S017,P387,W13,Standard
O06242,S017,P028,W02,Urgent
O06243,S025,P399,W10,Standard
O06244,S030,P482,W11,Standard
O06245,S036,P424,W04,Urgent
O06246,S037,P154,W03,International
O06247,S006,P334,W19,International
O06248,S026,P003,W14,Standard
O06249,S007,P295,W03,Urgent
O06250,S040,P112,W05,Urgent
O06251,S007,P499,W08,International
O06252,S035,P251,W18,International
O06253,S023,P407,W15,International
O06254,S028,P048,W02,Urgent
O06255,S040,P026,W02,Standard
O06256,S030,P077,W16,Urgent
O06257,S004,P253,W20,Standard
O06258,S021,P277,W14,Standard
O06259,S050,P305,W02,International
O06260,S020,P053,W18,Standard
O06261,S025,P314,W02,Standard
O06262,S034,P415,W15,International
O06263,S050,P185,W16,Standard
O06264,S039,P306,W03,International
O06265,S050,P214,W15,International
O06266,S016,P498,W03,International
O06267,S012,P231,W12,Urgent
O06268,S028,P107,W16,International
O06269,S011,P105,W16,Standard
O06270,S044,P337,W09,International
O06271,S026,P005,W14,International
O06272,S010,P079,W06,Standard
O06273,S049,P039,W20,Urgent
O06274,S007,P345,W05,Urgent
O06275,S019,P206,W15,Standard
O06276,S017,P326,W05,Urgent
O06277,S022,P321,W12,International
O06278,S047,P209,W09,Standard
O06279,S047,P281,W19,Standard
O06280,S041,P402,W03,Standard
O06281,S020,P395,W12,Urgent
O06282,S006,P029,W15,Urgent
O06283,S019,P108,W11,Standard
O06284,S019,P234,W10,International
O06285,S047,P484,W02,Standard
O06286,S002,P205,W19,International
O06287,S048,P307,W06,Standard
O06288,S017,P234,W16,International
O06289,S027,P218,W17,Standard
O06290,S025,P152,W19,Urgent
O06291,S045,P499,W11,International
O06292,S037,P340,W03,Standard
O06293,S036,P264,W01,Urgent
O06294,S003,P320,W17,International
O06295,S012,P394,W07,Urgent
O06296,S048,P212,W20,Standard
O06297,S033,P100,W19,Standard
O06298,S047,P136,W14,Urgent
O06299,S030,P373,W10,Urgent
O06300,S030,P339,W17,Standard
O06301,S037,P087,W08,International
O06302,S050,P296,W01,International
O06303,S036,P066,W20,International
O06304,S001,P276,W19,Standard
O06305,S022,P227,W12,Standard
O06306,S023,P340,W05,International
O06307,S049,P052,W16,International
O06308,S009,P341,W19,Urgent
O06309,S036,P190,W19,Urgent
O06310,S025,P145,W16,Standard
O06311,S018,P326,W02,Urgent
O06312,S044,P347,W12,Standard
O06313,S014,P207,W06,Urgent
O06314,S045,P046,W05,International
O06315,S044,P284,W18,Standard
O06316,S026,P288,W14,Urgent
O06317,S001,P095,W03,Urgent
O06318,S034,P137,W12,Standard
O06319,S012,P120,W20,International
O06320,S034,P216,W01,International
O06321,S004,P015,W12,Standard
O06322,S004,P017,W09,Standard
O06323,S022,P030,W05,International
O06324,S048,P057,W04,Standard
O06325,S045,P395,W14,International
O06326,S042,P462,W06,Urgent
O06327,S007,P042,W18,Urgent
O06328,S035,P414,W10,Standard
O06329,S008,P079,W17,International
O06330,S033,P087,W04,Standard
O06331,S024,P409,W20,International
O06332,S026,P181,W18,International
O06333,S048,P324,W02,Urgent
O06334,S014,P316,W19,Standard
O06335,S025,P348,W04,Standard
O06336,S016,P353,W15,Standard
O06337,S031,P286,W20,International
O06338,S039,P498,W11,Standard
O06339,S002,P428,W11,Urgent
O06340,S008,P077,W16,International
O06341,S005,P412,W10,International
O06342,S026,P080,W03,Standard
O06343,S004,P242,W04,Urgent
O06344,S026,P441,W18,Standard
O06345,S021,P136,W13,Urgent
O06346,S048,P164,W08,Urgent
O06347,S021,P218,W18,Urgent
O06348,S026,P466,W05,International
O06349,S008,P087,W20,Urgent
O06350,S017,P251,W05,International
O06351,S031,P177,W03,Standard
O06352,S037,P273,W14,International
O06353,S042,P177,W04,Standard
O06354,S035,P215,W11,Standard
O06355,S006,P129,W16,Standard
O06356,S015,P068,W06,International
O06357,S017,P363,W18,Urgent
O06358,S034,P466,W11,International
O06359,S006,P215,W05,Urgent
O06360,S043,P500,W04,Urgent
O06361,S018,P470,W19,International
O06362,S038,P117,W18,Urgent
O06363,S020,P009,W06,Urgent
O06364,S026,P469,W09,Urgent
O06365,S013,P442,W07,International
O06366,S015,P046,W07,Urgent
O06367,S022,P462,W06,International
O06368,S049,P368,W19,Standard
O06369,S020,P469,W02,Urgent
O06370,S019,P153,W03,International
O06371,S026,P177,W20,Urgent
O06372,S043,P451,W11,Urgent
O06373,S046,P001,W05,International
O06374,S033,P119,W02,International
O06375,S032,P335,W11,Standard
O06376,S044,P172,W17,International
O06377,S050,P001,W13,Urgent
O06378,S009,P144,W04,Standard
O06379,S043,P497,W07,Standard
O06380,S006,P164,W06,Urgent
O06381,S041,P319,W10,Urgent
O06382,S048,P326,W01,Urgent
O06383,S008,P318,W12,International
O06384,S047,P470,W17,International
O06385,S008,P032,W04,International
O06386,S003,P214,W12,Urgent
O06387,S007,P381,W13,Standard
O06388,S009,P354,W17,Urgent
O06389,S003,P346,W05,Urgent
O06390,S028,P183,W05,Urgent
O06391,S039,P292,W07,International
O06392,S016,P322,W11,International
O06393,S040,P085,W20,Urgent
O06394,S045,P159,W15,Urgent
O06395,S023,P278,W07,Urgent
O06396,S040,P077,W02,Standard
O06397,S032,P231,W11,Urgent
O06398,S043,P332,W12,Urgent
O06399,S047,P318,W01,International
O06400,S001,P305,W17,International
O06401,S016,P369,W17,Urgent
O06402,S010,P071,W07,International
O06403,S001,P005,W10,Standard
O06404,S002,P168,W19,Standard
O06405,S047,P486,W08,International
O06406,S023,P082,W15,Urgent
O06407,S013,P364,W20,Standard
O06408,S030,P086,W14,Urgent
O06409,S027,P310,W04,International
O06410,S035,P026,W20,Urgent
O06411,S049,P376,W08,Urgent
O06412,S035,P289,W07,Urgent
